Country,Year,Sex,ISO3,Age,nMx,nAx,n,nqx,lx,ndx,nLx,Tx,ex
Algeria,2000,m,DZA,10,6.5e-4,2.5,5,0.0032447273181080744,0.9513430536887258,0.003086848795196165,4.748998146455639,61.35647817474397,64.49458787431213
Algeria,2000,m,DZA,15,0.00114,2.5,5,0.005683801166674976,0.9482562048935296,0.005389699723680629,4.727806775158446,56.60748002828833,59.69639822672632
Algeria,2000,m,DZA,20,0.00172,1.600027199782403,5,0.00855,0.9428665051698489,0.008061508619202209,4.686923615815237,51.87967325312988,55.02334950776963
Algeria,2000,m,DZA,25,0.00194,1.791718355648641,5,0.009639999999999998,0.9348049965506469,0.009011520166748234,4.6451134880145535,47.19274963731465,50.48405797086237
Algeria,2000,m,DZA,30,0.00189,3.3149664678327326,5,0.009420000000000001,0.9257934763838986,0.008720974547536326,4.614272247373717,42.54763614930009,45.95802112960328
Algeria,2000,m,DZA,35,0.00209,1.7733311207604174,5,0.01038,0.9170725018363622,0.009519212569061441,4.554647162230355,37.93336390192638,41.3635386798404
Algeria,2000,m,DZA,40,0.00272,2.0021366589630816,5,0.013490000000000002,0.9075532892673008,0.01224289387221589,4.501063923608783,33.37871673969602,36.77879539904903
Algeria,2000,m,DZA,45,0.00359,2.4947585651856343,5,0.017790000000000004,0.895310395395085,0.015927571934078566,4.436649563810185,28.877652816087238,32.25434772634806
Algeria,2000,m,DZA,50,0.00553,2.345587869336555,5,0.02725,0.8793828234610064,0.023963181939312423,4.333305956476026,24.441003252277053,27.79335984308183
Algeria,2000,m,DZA,55,0.008,2.4164327634600795,5,0.03919000000000001,0.8554196415216939,0.03352389575123519,4.190486968904398,20.107697295801028,23.506237546792505
Algeria,2000,m,DZA,60,0.01331,2.527879283080324,5,0.06443,0.8218957457704588,0.05295474289999066,3.978568211870072,15.917210326896628,19.366459078061744
Algeria,2000,m,DZA,65,0.01855,2.5131381096079792,5,0.08866,0.7689410028704681,0.0681743093144957,3.6751649226143237,11.938642115026557,15.526083367201684
Algeria,2000,m,DZA,70,0.03294,2.500239302710014,5,0.15217,0.7007666935559724,0.10663566775841232,3.23726981658811,8.263477192412232,11.792051860341736
Algeria,2000,m,DZA,75,0.05435,2.5006224411420597,5,0.23924999999999996,0.59413102579756,0.14214584792206622,2.6153789866065544,5.026207375824123,8.459762506219827
Algeria,2000,m,DZA,80,0.15146,2.4997434775992824,5,0.54929,0.45198517787549386,0.24827093835523,1.639184856432259,2.4108283892175684,5.333866036380661
Algeria,2000,m,DZA,85,0.25995,3.768985391142892,5,0.9846574143266417,0.20371423952026385,0.20058873634754115,0.7716435327853093,0.7716435327853093,3.787872338244438
Algeria,2000,t,DZA,0,0.03764,0.10249925500141188,1,0.03641,1,0.03641,0.9673219978746014,72.26545183863655,72.26545183863655
Algeria,2000,t,DZA,1,0.00149,1.7402661966419828,4,0.005939999999999999,0.96359,0.005723724599999999,3.841425906040268,71.29812984076196,73.99218530781968
Algeria,2000,t,DZA,5,7.2e-4,2.5,5,0.003593531643042524,0.9578662754,0.0034421227704531845,4.780726070073867,67.45670393472169,70.42392624852788
Algeria,2000,t,DZA,10,5.6e-4,2.5,5,0.002796085480327541,0.9544241526295468,0.0026686515152413927,4.76544913435963,62.67597786464782,65.66889332375798
Algeria,2000,t,DZA,15,9e-4,5,5,0.0045,0.9517555011143054,0.004282899755014374,4.758777505571527,57.91052873028819,60.84601419428325
Algeria,2000,t,DZA,20,0.00125,5,5,0.00625,0.9474726013592911,0.00592170375849557,4.737363006796456,53.15175122471666,56.09845725191686
Algeria,2000,t,DZA,25,0.00144,4.034152372121753,5,0.007190000000000001,0.9415508976007956,0.006769750953749721,4.701215940103972,48.414388217920205,51.41983119689747
Algeria,2000,t,DZA,30,0.00155,4.166458281236942,5,0.007739999999999999,0.9347811466470458,0.007235206075048134,4.667874887127828,43.713172277816234,46.76300162301137
Algeria,2000,t,DZA,35,0.0019,2.7745632580392794,5,0.009459999999999998,0.9275459405719977,0.008774584597811096,4.618202419900577,39.045297390688404,42.0952706305954
Algeria,2000,t,DZA,40,0.00245,2.654234107436082,5,0.01218,0.9187713559741866,0.011190635115765592,4.567606169700242,34.42709497078783,37.47079700181149
Algeria,2000,t,DZA,45,0.00329,2.766432079991489,5,0.016329999999999997,0.907580720858421,0.014820793171618012,4.504800356114898,29.85948880108759,32.900091545405964
Algeria,2000,t,DZA,50,0.0048,2.2738145490361603,5,0.02369,0.892759927686803,0.021149482686900364,4.406142226437575,25.35468844497269,28.400343315888158
Algeria,2000,t,DZA,55,0.00709,2.4480888615964886,5,0.034820000000000004,0.8716104449999027,0.030349475694896617,4.280603059929,20.948546218535114,24.034299197203232
Algeria,2000,t,DZA,60,0.01187,2.4856304511202865,5,0.057629999999999994,0.8412609693050062,0.0484818696610475,4.084403509776537,16.667943158606114,19.813047041010424
Algeria,2000,t,DZA,65,0.01692,2.494952037070042,5,0.08116,0.7927790996439587,0.06434195172710368,3.802715823114875,12.583539648829579,15.872693483570535
Algeria,2000,t,DZA,70,0.02968,2.5054168787346782,5,0.13817,0.728437147916855,0.10064816072767184,3.3911105366466257,8.780823825714704,12.054332828612086
Algeria,2000,t,DZA,75,0.04964,2.498065426081834,5,0.22078,0.6277889871891831,0.13860325259162784,2.7921686662294087,5.3897132890680775,8.585230704985108
Algeria,2000,t,DZA,80,0.15176,2.5000951089833965,5,0.5501,0.48918573459755527,0.2691010726021152,1.7732015854119345,2.5975446228386687,5.309935345877623
Algeria,2000,t,DZA,85,0.26312,3.727160804499981,5,0.9855350120319436,0.2200846619954401,0.21690114000772232,0.8243430374267342,0.8243430374267342,3.745572408148159
Algeria,2005,f,DZA,0,0.02811,0.1047985134984728,1,0.027420000000000003,1,0.027420000000000003,0.9754535752401281,75.1705028523544,75.1705028523544
Algeria,2005,f,DZA,1,0.00124,0.7350137129424184,4,0.00494,0.97258,0.0048045451999999995,3.874633225806452,74.19504927711426,76.28683427287653
Algeria,2005,f,DZA,5,5.5e-4,4.999999999999773,5,0.00275,0.9677754548,0.0026613825007,4.838877274,70.32041605130782,72.66191315612586
Algeria,2005,f,DZA,10,3.9e-4,2.5,5,0.0019481006019131347,0.9651140722993,0.001880139305161103,4.8208700132335975,65.48153877730782,67.84849652156016
Algeria,2005,f,DZA,15,5.2e-4,2.5,5,0.002596624388295216,0.963233932994139,0.002501156722046101,4.809916773165579,60.660668764074224,62.976050454862175
Algeria,2005,f,DZA,20,6.3e-4,2.5,5,0.003145046551681102,0.9607327762720929,0.0030215493051015574,4.796110008097711,55.85075199090864,58.13349286117302
Algeria,2005,f,DZA,25,7.7e-4,2.5,5,0.003842602989245702,0.9577112269669913,0.0036801040235775297,4.779355874776013,51.054641982810935,53.30901481075631
Algeria,2005,f,DZA,30,0.00102,3.0738857429022346,5,0.005090000000000001,0.9540311229434137,0.004856018415781977,4.760802368413701,46.27528610803492,48.50500680236156
Algeria,2005,f,DZA,35,0.00145,3.0922401869605665,5,0.007230000000000001,0.9491751045276318,0.006862536005734779,4.732783452230882,41.51448373962122,43.737434264335654
Algeria,2005,f,DZA,40,0.00196,2.383568812140254,5,0.00975,0.942312568521897,0.009187547543088497,4.687524256677805,36.781700287390336,39.03343913271345
Algeria,2005,f,DZA,45,0.0028,1.91230959242489,5,0.013880000000000002,0.9331250209788086,0.012951775291185864,4.62563403256638,32.09417603071253,34.39429370037372
Algeria,2005,f,DZA,50,0.00394,2.5282752304557903,5,0.019509999999999996,0.9201732456876226,0.017952580023365514,4.556492391717136,27.46854199814615,29.851489517737058
Algeria,2005,f,DZA,55,0.00584,2.380303694248113,5,0.02876,0.9022206656642571,0.025947866344504033,4.443127798716444,22.912049606429015,25.395172687116506
Algeria,2005,f,DZA,60,0.00971,2.4791207086104805,5,0.047389999999999995,0.8762727993197531,0.041526567959763096,4.2766805313865195,18.468921807712572,21.076680483577626
Algeria,2005,f,DZA,65,0.01452,2.4929359784333514,5,0.07005,0.8347462313599899,0.05847397350676729,4.027133161623092,14.192241276326053,17.00186325274412
Algeria,2005,f,DZA,70,0.02501,2.5067317393830777,5,0.11770999999999997,0.7762722578532226,0.09137500747190282,3.653538883322783,10.165108114702962,13.094771855965227
Algeria,2005,f,DZA,75,0.04595,2.499185888902918,5,0.20607,0.6848972503813199,0.14113677638607858,3.0715294099255406,6.511569231380179,9.507366583461724
Algeria,2005,f,DZA,80,0.11516,2.499889911249353,5,0.4470799999999999,0.5437604739952413,0.24310443271379245,2.1110145251284513,3.4400398214546377,6.326388154290051
Algeria,2005,f,DZA,85,0.2187,4.400480941118135,5,0.9667453581431535,0.30065604128144885,0.290657832306537,1.3290252963261864,1.3290252963261864,4.420417732707605
Algeria,2005,m,DZA,0,0.03222,0.10814301105189372,1,0.03132,1,0.03132,0.9720670391061453,73.06664590052652,73.06664590052652
Algeria,2005,m,DZA,1,0.0013,2,4,0.005186515060841812,0.96868,0.005024073409136246,3.8646718531817275,72.09457886142037,74.42558828655528
Algeria,2005,m,DZA,5,5.8e-4,2.5,5,0.0028958010884217885,0.9636559265908637,0.0027905558810859305,4.811303243251603,68.22990700823864,70.80318309213989
Algeria,2005,m,DZA,10,5.2e-4,2.5,5,0.002596624388295216,0.9608653707097778,0.0024950064554533327,4.798089337410256,63.41860376498704,66.00154995505832
Algeria,2005,m,DZA,15,8.6e-4,2.5,5,0.00429077483410667,0.9583703642543245,0.004112151440696098,4.7815714426698825,58.620514427576786,61.166868899569344
Algeria,2005,m,DZA,20,0.00121,5,5,0.00605,0.9542582128136284,0.005773262187522452,4.7712910640681425,53.8389429849069,56.41967997965968
Algeria,2005,m,DZA,25,0.00134,0.5179059656671825,5,0.006660000000000001,0.9484849506261059,0.006316909771169867,4.714111769529751,49.067651920838756,51.73266258831901
Algeria,2005,m,DZA,30,0.00143,0.07534718802332918,5,0.007100000000000002,0.9421680408549361,0.006689393090070049,4.67789726578325,44.353540151309005,47.076039759385175
Algeria,2005,m,DZA,35,0.0017,0.8182325062725795,5,0.00844,0.935478647764866,0.007895439787135469,4.644376345373805,39.67564288552576,42.41213092390998
Algeria,2005,m,DZA,40,0.00225,1.8168705858947192,5,0.01117,0.9275832079777305,0.01036110443311125,4.604935303604999,35.031266540151954,37.76617152926402
Algeria,2005,m,DZA,45,0.00317,2.391255488397121,5,0.015719999999999998,0.9172221035446193,0.014418731467721414,4.548495731142403,30.426331236546954,33.1722612429028
Algeria,2005,m,DZA,50,0.00494,2.5111170106856378,5,0.024400000000000005,0.9028033720768979,0.022028402278676314,4.459190744671318,25.87783550540455,28.66386669100784
Algeria,2005,m,DZA,55,0.00748,2.561334263180811,5,0.03673,0.8807749697982217,0.03235086464068868,4.324981903835385,21.418644760733233,24.3179535013808
Algeria,2005,m,DZA,60,0.01241,2.509899821663325,5,0.06019,0.848424105157533,0.05106664688943191,4.114959459261235,17.093662856897847,20.147545022573286
Algeria,2005,m,DZA,65,0.01792,2.508130132080815,5,0.08576999999999999,0.797357458268101,0.06838934919565501,3.8163699327932497,12.978703397636613,16.277145542511114
Algeria,2005,m,DZA,70,0.02992,2.5029196631630697,5,0.1392,0.728968109072446,0.10147236078288448,3.3914559085188665,9.162333464843364,12.568908503420959
Algeria,2005,m,DZA,75,0.05082,2.4994259153213996,5,0.22545000000000004,0.6274957482895616,0.14146891645188167,2.7837252351806705,5.770877556324496,9.19667993297939
Algeria,2005,m,DZA,80,0.10767,2.5001894290194855,5,0.42417999999999995,0.48602683183767986,0.206162861528907,1.9147660585948456,2.9871523211438262,6.1460646315540375
Algeria,2005,m,DZA,85,0.25672,3.812459045395584,5,0.983702907586974,0.2798639703087728,0.27530300132157437,1.0723862625489806,1.0723862625489806,3.831812510077025
Algeria,2005,t,DZA,0,0.03021,0.0995818570696514,1,0.029410000000000002,1,0.029410000000000002,0.9735187024164184,74.14310085059468,74.14310085059468
Algeria,2005,t,DZA,1,0.00127,2,4,0.005067129491092625,0.97059,0.004918105212759591,3.8725237895744806,73.16958214817826,75.38670514653795
Algeria,2005,t,DZA,5,5.6e-4,2.5,5,0.002796085480327541,0.9656718947872404,0.0027001011637749874,4.8216092210267645,69.29705835860378,71.7604589433262
Algeria,2005,t,DZA,10,4.6e-4,2.5,5,0.0022973580382560058,0.9629717936234654,0.0022122909906946717,4.809328240640591,64.47544913757702,66.95466011000086
Algeria,2005,t,DZA,15,7e-4,2.5,5,0.003493885700024957,0.9607595026327707,0.0033567838874117273,4.795405553445324,59.66612089693642,62.103076507110536
Algeria,2005,t,DZA,20,9.2e-4,2.5,5,0.004589444278160232,0.957402718745359,0.004393946429440937,4.776028727653193,54.8707153434911,57.31205298371949
Algeria,2005,t,DZA,25,0.00106,2.5,5,0.005285992120879669,0.953008772315918,0.005037596861591148,4.752449869425612,50.09468661583791,52.56476967583647
Algeria,2005,t,DZA,30,0.00122,2.5,5,0.0060814515727032545,0.9479711754543269,0.0057650407958440685,4.725443275282024,45.3422367464123,47.83081798313274
Algeria,2005,t,DZA,35,0.00157,4.187573118419323,5,0.00784,0.9422061346584828,0.007386896095722505,4.705029360332805,40.61679347113027,43.10818193287656
Algeria,2005,t,DZA,40,0.0021,3.1790039151416067,5,0.010459999999999999,0.9348192385627604,0.009778209235366472,4.656290112079273,35.91176411079746,38.415730688223825
Algeria,2005,t,DZA,45,0.00299,2.0662442058322767,5,0.01482,0.9250410293273938,0.013709108054631977,4.5849859714488215,31.25547399871819,33.78820290970698
Algeria,2005,t,DZA,50,0.00445,2.5496327001516192,5,0.022010000000000002,0.9113319212727619,0.02005841558721349,4.5075091207221325,26.67048802726937,29.265394314314694
Algeria,2005,t,DZA,55,0.00666,2.5249975249975307,5,0.032760000000000004,0.8912735056855484,0.02919812004625857,4.3841021090478325,22.162978906547238,24.86664168200529
Algeria,2005,t,DZA,60,0.01104,2.4871761661526506,5,0.053710000000000015,0.8620753856392898,0.046302068962686266,4.194027985750567,17.778876797499404,20.623343496015853
Algeria,2005,t,DZA,65,0.01615,2.50311711497546,5,0.07762,0.8157733166766035,0.06332032484043795,3.920763148014734,13.584848811748838,16.65272513091314
Algeria,2005,t,DZA,70,0.02738,2.506232281780356,5,0.12815,0.7524529918361655,0.09642685090380461,3.5217987912273405,9.664085663734104,12.843441076832482
Algeria,2005,t,DZA,75,0.04824,2.500881192180792,5,0.21525,0.6560261409323609,0.1412096268356907,2.927231070391598,6.142286872506764,9.362869082895372
Algeria,2005,t,DZA,80,0.11169,2.4999112714613467,5,0.43655,0.5148165140966703,0.2247431492289014,2.012204756279895,3.2150558021151663,6.245051807936867
Algeria,2005,t,DZA,85,0.23529,4.125444109151617,5,0.9756801445854785,0.29007336486776886,0.28301882257458094,1.2028510458352715,1.2028510458352715,4.146713181968969
Algeria,2010,f,DZA,0,0.02089,0.11309011307868388,1,0.02051,1,0.02051,0.9818094782192438,76.81399323161568,76.81399323161568
Algeria,2010,f,DZA,1,9.9e-4,4,4,0.00396,0.97949,0.0038787803999999998,3.91796,75.83218375339644,77.42006937630444
Algeria,2010,f,DZA,5,4.5e-4,2.5,5,0.0022474715944562364,0.9756112196,0.0021926585032838054,4.87257445174179,71.91422375339644,73.71196877264411
Algeria,2010,f,DZA,10,3.5e-4,2.5,5,0.0017484700886724117,0.9734185610967162,0.0017019932378361468,4.8628378223889905,67.04164930165464,68.87237616069412
Algeria,2010,f,DZA,15,4.6e-4,2.5,5,0.0022973580382560058,0.97171656785888,0.0022323808680771357,4.853001887124208,62.178811479265654,63.98862954068282
Algeria,2010,f,DZA,20,5.4e-4,2.5,5,0.0026963599141159437,0.9694841869908029,0.002614078299171287,4.840885739206087,57.32580959214145,59.1302162132999
Algeria,2010,f,DZA,25,6.6e-4,2.5,5,0.003294563969450407,0.9668701086916316,0.003185415423234048,4.826387004900074,52.48492385293536,54.28332449325375
Algeria,2010,f,DZA,30,8.7e-4,2.5,5,0.00434055928355826,0.9636846932683976,0.0041829305417891375,4.807966139987515,47.65853684803529,49.45449189028659
Algeria,2010,f,DZA,35,0.00127,4.999999999999886,5,0.006349999999999999,0.9595017627266084,0.006092836193313962,4.7975088136330415,42.85057070804777,44.65918914654169
Algeria,2010,f,DZA,40,0.00181,1.9306322897483597,5,0.009,0.9534089265332945,0.00858068033879965,4.74070736950257,38.05306189441473,39.91263437482181
Algeria,2010,f,DZA,45,0.0026,2.618480590616798,5,0.01292,0.9448282461944948,0.012207180940832871,4.695069592628029,33.31235452491216,35.257576876098966
Algeria,2010,f,DZA,50,0.0037200000000000002,2.373121782074179,5,0.018420000000000002,0.9326210652536618,0.017178880021972452,4.617978500530229,28.617284932284132,30.684793640706122
Algeria,2010,f,DZA,55,0.00536,2.53124735490789,5,0.026450000000000005,0.9154421852316894,0.02421344579937819,4.517433917794437,23.9993064317539,26.21608094855265
Algeria,2010,f,DZA,60,0.00899,2.5208093899597372,5,0.04397,0.8912287394323113,0.03918732767283873,4.358990842362484,19.481872513959466,21.85956494891412
Algeria,2010,f,DZA,65,0.01355,2.523087359020039,5,0.06555,0.8520414117594726,0.055851314540833426,4.121868231795824,15.12288167159698,17.748998420590972
Algeria,2010,f,DZA,70,0.02353,2.4984875220617937,5,0.11111,0.7961900972186392,0.088464681701963,3.7596549809589037,11.001013439801156,13.817068911345933
Algeria,2010,f,DZA,75,0.04428,2.500786017525403,5,0.19933999999999996,0.7077254155166761,0.14107798432909419,3.186043006528777,7.241358458842253,10.23187566827127
Algeria,2010,f,DZA,80,0.09045,2.499450962823037,5,0.36883,0.566647431187582,0.20899657204491587,2.3106309789377097,4.055315452313476,7.156681966799583
Algeria,2010,f,DZA,85,0.19412,4.871353311864953,5,0.9469518702780627,0.3576508591426661,0.3386781499717036,1.744684473375766,1.744684473375766,4.878177778065439
Algeria,2010,m,DZA,0,0.02375,0.0945104697226995,1,0.023250000000000007,1,0.023250000000000007,0.9789473684210528,74.95132256495468,74.95132256495468
Algeria,2010,m,DZA,1,0.00103,2,4,0.00411153024768976,0.97675,0.0040159371694309725,3.8989681256611384,73.97237519653362,75.73317143233541
Algeria,2010,m,DZA,5,4.7e-4,2.5,5,0.0023472419906609737,0.9727340628305691,0.0022832422380221614,4.85796220855779,70.07340707087249,72.03757917859394
Algeria,2010,m,DZA,10,4.5e-4,2.5,5,0.0022474715944562364,0.970450820592547,0.0021810606530984944,4.846801451329988,65.2154448623147,67.20118472618205
Algeria,2010,m,DZA,15,7.1e-4,2.5,5,0.0035437099149010507,0.9682697599394484,0.0034312671485962837,4.832770631825752,60.36864341098471,62.34692635114404
Algeria,2010,m,DZA,20,0.00105,2.5,5,0.005236254831068444,0.9648384927908521,0.005052140219076896,4.811562113406568,55.53587277915896,57.55976072069656
Algeria,2010,m,DZA,25,0.00109,5,5,0.00545,0.9597863525717751,0.005230835621516174,4.798931762858876,50.72431066575239,52.84958525387982
Algeria,2010,m,DZA,30,0.00121,0.8814969385794029,5,0.00602,0.9545555169502591,0.0057464242120405596,4.749110919041785,45.92537890289351,48.11179453409061
Algeria,2010,m,DZA,35,0.00152,1.5190754664438373,5,0.007560000000000001,0.9488090927382185,0.007172996741100932,4.719076803355875,41.17626798385173,43.397842937001116
Algeria,2010,m,DZA,40,0.00197,1.8889833716161208,5,0.00979,0.9416360959971175,0.009218617379811781,4.679501208026284,36.457191180495855,38.716858174272296
Algeria,2010,m,DZA,45,0.00279,2.932672305303015,5,0.013870000000000004,0.9324174786173058,0.012932630428422036,4.635351408036571,31.777689972469567,34.080967700855545
Algeria,2010,m,DZA,50,0.00446,2.3549925532867064,5,0.02204,0.9194848481888838,0.020265446054082998,4.5438219852204025,27.142338564432997,29.519071051464813
Algeria,2010,m,DZA,55,0.00666,2.5715721824968227,5,0.03277000000000001,0.8992194021348008,0.02946741980795743,4.424537508702316,22.598516579212593,25.131259985674642
Algeria,2010,m,DZA,60,0.0111,2.480347545174368,5,0.05399,0.8697519823268434,0.04695790952582628,4.230442299623989,18.173979070510278,20.89558798347262
Algeria,2010,m,DZA,65,0.01642,2.489798929032375,5,0.07885,0.8227940728010171,0.0648773126403602,3.951115264333752,13.94353677088629,16.94656929578826
Algeria,2010,m,DZA,70,0.02727,2.494591319718566,5,0.12763000000000002,0.7579167601606569,0.09673291609930465,3.5472283131391507,9.992421506552539,13.184061933706847
Algeria,2010,m,DZA,75,0.04597,2.499133534187031,5,0.20615000000000003,0.6611838440613522,0.13630304945324778,2.965043494741087,6.445193193413387,9.747959287425251
Algeria,2010,m,DZA,80,0.08341,2.499996256595285,5,0.34508999999999995,0.5248807946081044,0.18113111341131075,2.1715755114651816,3.4801496986723004,6.6303620449109975
Algeria,2010,m,DZA,85,0.25855,3.7876571142248414,5,0.984239039653708,0.3437496811967937,0.3383318561024005,1.3085741872071188,1.3085741872071188,3.8067648023736536
Algeria,2010,t,DZA,0,0.02235,0.10146960772000568,1,0.021909999999999995,1,0.021909999999999995,0.9803131991051454,75.84649581246475,75.84649581246475
Algeria,2010,t,DZA,1,0.00101,1.5431786354812402,4,0.00403,0.97809,0.0039417027,3.9026759405940585,74.86618261335961,76.54324511380304
Algeria,2010,t,DZA,5,4.6e-4,5,5,0.0023,0.9741482973000001,0.00224054108379,4.8707414865,70.96350667276555,72.84671837896929
Algeria,2010,t,DZA,10,4e-4,2.5,5,0.0019980019980019984,0.9719077562162101,0.001941873638793627,4.854684096984067,66.09276518626555,68.00312556777517
Algeria,2010,t,DZA,15,5.8e-4,2.5,5,0.0028958010884217885,0.9699658825774164,0.0028088282584996832,4.842807342240833,61.23808108928148,63.13426295629924
Algeria,2010,t,DZA,20,8e-4,2.5,5,0.003992015968063872,0.9671570543189167,0.003860906404466733,4.826133005583417,56.39527374704065,58.31035765618734
Algeria,2010,t,DZA,25,8.8e-4,2.5,5,0.004390341249251647,0.96329614791445,0.004229198813434026,4.805907742538666,51.56914074145723,53.534046464428584
Algeria,2010,t,DZA,30,0.00104,1.2874962874963105,5,0.00518,0.959066949101016,0.004967966796343262,4.77689115033006,46.76323299891857,48.759091367659174
Algeria,2010,t,DZA,35,0.0014,0.89490968801317206,5,0.00696,0.9540989823046727,0.0066405289168405225,4.743234940600373,41.98634184858851,44.00627463952267
Algeria,2010,t,DZA,40,0.00189,2.1856354835078946,5,0.0094,0.9474584533878322,0.008906109461845623,4.7122272284897475,37.243106907988135,39.308432760104424
Algeria,2010,t,DZA,45,0.0027,1.9573755981522825,5,0.013390000000000003,0.9385523439259866,0.012567215885168964,4.654524401914429,32.53087967949838,34.6606983510594
Algeria,2010,t,DZA,50,0.00409,2.7070697074944974,5,0.020259999999999997,0.9259851280408177,0.018760458694106964,4.586909216163073,27.876355277583958,30.104538867232392
Algeria,2010,t,DZA,55,0.00602,2.6493449507929654,5,0.029680000000000005,0.9072246693467108,0.02692642818621038,4.472828602360528,23.289446061420886,25.67108991667029
Algeria,2010,t,DZA,60,0.01005,2.48249164298889,5,0.049010000000000005,0.8802982411605004,0.04314341679927613,4.292877293460311,18.816617459060357,21.37527553645267
Algeria,2010,t,DZA,65,0.01494,2.4996035616799475,5,0.07201,0.8371548243612242,0.06028351890225176,4.035041425853532,14.523740165600046,17.348929663855333
Algeria,2010,t,DZA,70,0.0253,2.501822141695854,5,0.11898,0.7768713054589724,0.09243214792350854,3.65344458195686,10.488698739746514,13.50120498214287
Algeria,2010,t,DZA,75,0.0451,2.498649752315991,5,0.20264000000000001,0.6844391575354639,0.1386947508829864,3.0752716382036893,6.835254157789653,9.986649773812054
Algeria,2010,t,DZA,80,0.08715,2.4994008279590645,5,0.35778,0.5457444066524775,0.19525643381212338,2.240463956536126,3.7599825195859644,6.8896400471590535
Algeria,2010,t,DZA,85,0.22368,4.314707397973788,5,0.9697505721196444,0.3504879728403541,0.3398859121829878,1.5195185630498382,1.5195185630498382,4.335437107115721
Algeria,2015,f,DZA,0,0.02115,0.08855279273121397,1,0.02075,1,0.02075,0.9810874704491727,77.52858128359222,77.52858128359222
Algeria,2015,f,DZA,1,8.9e-4,2,4,0.0035536744594621577,0.97925,0.0034799357144283177,3.9100401285711435,76.54749381314305,78.16951116991886
Algeria,2015,f,DZA,5,3.7e-4,2.5,5,0.0018482903314434149,0.9757700642855716,0.0018035063755309413,4.87434155548903,72.6374536845719,74.44115816132849
