ISO3,Country,Year,Sex,Age,AgeInt,nMx,nAx
AGO,Angola,2000,m,5,5,0.00643,2.0160826779662164
AGO,Angola,2000,m,10,5,0.00298,2.3307573006460545
AGO,Angola,2000,m,15,5,0.00294,2.555202304292204
AGO,Angola,2000,m,20,5,0.004,2.5708761336143597
AGO,Angola,2000,m,25,5,0.0043,2.5472973202527207
AGO,Angola,2000,m,30,5,0.00524,2.590305319488792
AGO,Angola,2000,m,35,5,0.00699,2.62623383268805
AGO,Angola,2000,m,40,5,0.0103,2.631273007785788
AGO,Angola,2000,m,45,5,0.01455,2.629112923342688
AGO,Angola,2000,m,50,5,0.02214,2.6120615063444084
AGO,Angola,2000,m,55,5,0.03109,2.5807141574473484
AGO,Angola,2000,m,60,5,0.04451,2.5498931261541022
AGO,Angola,2000,m,65,5,0.06165,2.51462990366209
AGO,Angola,2000,m,70,5,0.08845,2.4563496363631594
AGO,Angola,2000,m,75,5,0.12108,2.3843687244819805
AGO,Angola,2000,m,80,5,0.17041,2.286450064041241
AGO,Angola,2000,m,85,NA,0.24527,3.7904052478635
AGO,Angola,2005,b,0,1,0.11045,0.30644756097560977
AGO,Angola,2005,b,1,4,0.01878,1.2395121951219512
AGO,Angola,2005,b,5,5,0.00497,2.0233483315979894
AGO,Angola,2005,b,10,5,0.00224,2.2916913730745745
AGO,Angola,2005,b,15,5,0.00187,2.535015813988194
AGO,Angola,2005,b,20,5,0.0027,2.630832378040743
AGO,Angola,2005,b,25,5,0.0036,2.607981403272027
AGO,Angola,2005,b,30,5,0.0047,2.60007394285775
AGO,Angola,2005,b,35,5,0.0061,2.606270780441063
AGO,Angola,2005,b,40,5,0.00832,2.607949040439206
AGO,Angola,2005,b,45,5,0.01113,2.6147330494383336
AGO,Angola,2005,b,50,5,0.01613,2.609392881162896
AGO,Angola,2005,b,55,5,0.02211,2.595285600580332
AGO,Angola,2005,b,60,5,0.03179,2.5771847679070095
AGO,Angola,2005,b,65,5,0.04401,2.56131971290605
AGO,Angola,2005,b,70,5,0.06626,2.521185160038326
AGO,Angola,2005,b,75,5,0.09451,2.459216857125089
AGO,Angola,2005,b,80,5,0.14018,2.372795930041706
AGO,Angola,2005,b,85,NA,0.21442,4.18589108076319
AGO,Angola,2005,f,0,1,0.09998,0.31411
AGO,Angola,2005,f,1,4,0.01838,1.24977164256963
AGO,Angola,2005,f,5,5,0.00486,1.9921975371150995
AGO,Angola,2005,f,10,5,0.0019,2.265874112725827
AGO,Angola,2005,f,15,5,0.00161,2.5619911580948003
AGO,Angola,2005,f,20,5,0.0026,2.6783697872154133
AGO,Angola,2005,f,25,5,0.00389,2.628130514043055
AGO,Angola,2005,f,30,5,0.005,2.5795171363535423
AGO,Angola,2005,f,35,5,0.00599,2.567500193790067
AGO,Angola,2005,f,40,5,0.00734,2.5801328114730477
AGO,Angola,2005,f,45,5,0.00947,2.6009527890793085
AGO,Angola,2005,f,50,5,0.0131,2.602771906252398
AGO,Angola,2005,f,55,5,0.01768,2.6015215651644636
AGO,Angola,2005,f,60,5,0.02545,2.5954110013586376
AGO,Angola,2005,f,65,5,0.03605,2.5894180839041896
AGO,Angola,2005,f,70,5,0.05606,2.5555341442273543
AGO,Angola,2005,f,75,5,0.08244,2.4952273149050663
AGO,Angola,2005,f,80,5,0.12495,2.4150001805685166
AGO,Angola,2005,f,85,NA,0.19891,4.455404174201948
AGO,Angola,2005,m,0,1,0.12093,0.29915
AGO,Angola,2005,m,1,4,0.01918,1.24
AGO,Angola,2005,m,5,5,0.00507,2.0486563222482097
AGO,Angola,2005,m,10,5,0.00257,2.313975242107967
AGO,Angola,2005,m,15,5,0.00213,2.5126741035262805
AGO,Angola,2005,m,20,5,0.00279,2.5853959351564795
AGO,Angola,2005,m,25,5,0.0033,2.587559923177876
AGO,Angola,2005,m,30,5,0.00439,2.623240388401443
AGO,Angola,2005,m,35,5,0.00623,2.6425155878272935
AGO,Angola,2005,m,40,5,0.00926,2.6295802249520737
AGO,Angola,2005,m,45,5,0.01273,2.6223365656178426
AGO,Angola,2005,m,50,5,0.01892,2.6137225698163817
AGO,Angola,2005,m,55,5,0.02655,2.59372116772681
AGO,Angola,2005,m,60,5,0.03869,2.5688022011972755
AGO,Angola,2005,m,65,5,0.05439,2.536304426327867
AGO,Angola,2005,m,70,5,0.07934,2.482646119567007
AGO,Angola,2005,m,75,5,0.11064,2.415618520457174
AGO,Angola,2005,m,80,5,0.15999,2.3178434546792466
AGO,Angola,2005,m,85,NA,0.23777,3.9125200439940127
AGO,Angola,2010,b,0,1,0.07915,0.2998994646707317
AGO,Angola,2010,b,1,4,0.01213,1.2979945102613462
AGO,Angola,2010,b,5,5,0.0035,2.0718600090675516
AGO,Angola,2010,b,10,5,0.00178,2.3345148355210426
AGO,Angola,2010,b,15,5,0.00161,2.556286789758968
AGO,Angola,2010,b,20,5,0.00237,2.636207793519337
AGO,Angola,2010,b,25,5,0.00317,2.6130984776140105
AGO,Angola,2010,b,30,5,0.00421,2.606780473416628
AGO,Angola,2010,b,35,5,0.00552,2.6071267085730647
AGO,Angola,2010,b,40,5,0.0074400000000000004,2.6057780523897445
AGO,Angola,2010,b,45,5,0.00988,2.611419590158634
AGO,Angola,2010,b,50,5,0.01402,2.6119030329801416
AGO,Angola,2010,b,55,5,0.01945,2.6063957896094694
AGO,Angola,2010,b,60,5,0.02838,2.5904118940268352
AGO,Angola,2010,b,65,5,0.03987,2.5705337178203824
AGO,Angola,2010,b,70,5,0.05932,2.536615763742151
AGO,Angola,2010,b,75,5,0.08602,2.4836054722184255
AGO,Angola,2010,b,80,5,0.1296,2.4006651479583603
AGO,Angola,2010,b,85,NA,0.20412,4.3960934493877755
AGO,Angola,2010,f,0,1,0.07085,0.31411
AGO,Angola,2010,f,1,4,0.01186,1.292069172267461
AGO,Angola,2010,f,5,5,0.00342,2.0394306391531982
AGO,Angola,2010,f,10,5,0.0015,2.3016727214350636
AGO,Angola,2010,f,15,5,0.00134,2.57220890292321
AGO,Angola,2010,f,20,5,0.00215,2.6813792439471547
AGO,Angola,2010,f,25,5,0.00327,2.6414335171351633
AGO,Angola,2010,f,30,5,0.00438,2.5946038310967774
AGO,Angola,2010,f,35,5,0.00538,2.5719912956041635
AGO,Angola,2010,f,40,5,0.00653,2.574450947768884
AGO,Angola,2010,f,45,5,0.00821,2.594360948878706
AGO,Angola,2010,f,50,5,0.01115,2.6024716087877153
AGO,Angola,2010,f,55,5,0.01501,2.610407791173384
AGO,Angola,2010,f,60,5,0.02201,2.60877558914825
AGO,Angola,2010,f,65,5,0.03153,2.6034560242696068
AGO,Angola,2010,f,70,5,0.04957,2.5741537556757472
AGO,Angola,2010,f,75,5,0.07389,2.5209312576892025
AGO,Angola,2010,f,80,5,0.11475,2.445285413665838
AGO,Angola,2010,f,85,NA,0.18732,4.663618827758612
AGO,Angola,2010,m,0,1,0.08742,0.29915
AGO,Angola,2010,m,1,4,0.0124,1.292809737214738
AGO,Angola,2010,m,5,5,0.00358,2.098903401357566
AGO,Angola,2010,m,10,5,0.00206,2.3626279226372797
AGO,Angola,2010,m,15,5,0.00189,2.544563637963739
AGO,Angola,2010,m,20,5,0.0026,2.5956459859432406
AGO,Angola,2010,m,25,5,0.00307,2.5854235931136715
AGO,Angola,2010,m,30,5,0.00404,2.6193982408626155
AGO,Angola,2010,m,35,5,0.00567,2.6406847945575436
AGO,Angola,2010,m,40,5,0.0084,2.6298245661728217
AGO,Angola,2010,m,45,5,0.0115,2.621806970221088
AGO,Angola,2010,m,50,5,0.01691,2.615686048974681
AGO,Angola,2010,m,55,5,0.02373,2.602707493241944
AGO,Angola,2010,m,60,5,0.0351,2.5801326162351392
AGO,Angola,2010,m,65,5,0.04952,2.549272961519637
AGO,Angola,2010,m,70,5,0.07296,2.500168484300984
AGO,Angola,2010,m,75,5,0.1028,2.4378094695830734
AGO,Angola,2010,m,80,5,0.15132,2.3424909975909767
AGO,Angola,2010,m,85,NA,0.22955,4.034970689405406
AGO,Angola,2015,b,0,1,0.06071000000000001,0.25357977973414636
AGO,Angola,2015,b,1,4,0.00806,1.3375371826822793
AGO,Angola,2015,b,5,5,0.00249,2.1125046376911274
AGO,Angola,2015,b,10,5,0.00141,2.3771019846134576
AGO,Angola,2015,b,15,5,0.0014,2.5770747714348334
AGO,Angola,2015,b,20,5,0.00207,2.633286749639666
AGO,Angola,2015,b,25,5,0.00271,2.614221696854909
AGO,Angola,2015,b,30,5,0.00368,2.614018708962665
AGO,Angola,2015,b,35,5,0.00486,2.6128331690223963
AGO,Angola,2015,b,40,5,0.00664,2.607715281865002
AGO,Angola,2015,b,45,5,0.00871,2.612479362923808
AGO,Angola,2015,b,50,5,0.01243,2.6153769381657095
AGO,Angola,2015,b,55,5,0.01716,2.6152542611801812
AGO,Angola,2015,b,60,5,0.02566,2.602575234826076
AGO,Angola,2015,b,65,5,0.03629,2.5814793787979067
AGO,Angola,2015,b,70,5,0.05454,2.546770620799957
AGO,Angola,2015,b,75,5,0.07837,2.501497495979768
AGO,Angola,2015,b,80,5,0.12028,2.4241679015205344
AGO,Angola,2015,b,85,NA,0.19443,4.649799109356392
AGO,Angola,2015,f,0,1,0.05439,0.2577516071
AGO,Angola,2015,f,1,4,0.00784,1.3169413628899602
AGO,Angola,2015,f,5,5,0.00242,2.077801516326173
AGO,Angola,2015,f,10,5,0.00117,2.3370544052371685
AGO,Angola,2015,f,15,5,0.00112,2.581544174817866
AGO,Angola,2015,f,20,5,0.00175,2.671006081334259
AGO,Angola,2015,f,25,5,0.00259,2.644878761984717
AGO,Angola,2015,f,30,5,0.0036,2.6066594105657184
AGO,Angola,2015,f,35,5,0.00448,2.58419796250998
AGO,Angola,2015,f,40,5,0.00564,2.5815238863790846
AGO,Angola,2015,f,45,5,0.00701,2.593803030648306
AGO,Angola,2015,f,50,5,0.00949,2.607612249439158
AGO,Angola,2015,f,55,5,0.01292,2.6203235067949424
AGO,Angola,2015,f,60,5,0.01924,2.6209730844110224
AGO,Angola,2015,f,65,5,0.02799,2.615389056811989
AGO,Angola,2015,f,70,5,0.04429,2.59000681000511
AGO,Angola,2015,f,75,5,0.06714,2.54263971842494
AGO,Angola,2015,f,80,5,0.10636,2.4702944979364543
AGO,Angola,2015,f,85,NA,0.17854,4.856123736768403
AGO,Angola,2015,m,0,1,0.06686,0.2462976406
AGO,Angola,2015,m,1,4,0.00828,1.3492153362893788
AGO,Angola,2015,m,5,5,0.00256,2.1409237542796755
AGO,Angola,2015,m,10,5,0.00165,2.4100460980090648
AGO,Angola,2015,m,15,5,0.00169,2.5745403019669606
AGO,Angola,2015,m,20,5,0.0024,2.602405871400034
AGO,Angola,2015,m,25,5,0.00283,2.5876354625099802
AGO,Angola,2015,m,30,5,0.00376,2.6209065343642473
AGO,Angola,2015,m,35,5,0.00525,2.6383961190537155
AGO,Angola,2015,m,40,5,0.0077,2.6285623142261096
AGO,Angola,2015,m,45,5,0.01051,2.6219679997624765
AGO,Angola,2015,m,50,5,0.01536,2.61797980409122
AGO,Angola,2015,m,55,5,0.02159,2.6091643994981646
AGO,Angola,2015,m,60,5,0.03219,2.5889319505238046
AGO,Angola,2015,m,65,5,0.04565,2.5588209986765436
AGO,Angola,2015,m,70,5,0.06739,2.513445151508529
AGO,Angola,2015,m,75,5,0.09553,2.4556833669326754
AGO,Angola,2015,m,80,5,0.14161,2.365812923032993
AGO,Angola,2015,m,85,NA,0.22094,4.229602692299188
AGO,Angola,2019,b,0,1,0.05310999999999999,0.2265011261731707
AGO,Angola,2019,b,1,4,0.00647,1.3540257110894347
AGO,Angola,2019,b,5,5,0.00208,2.133371769978978
AGO,Angola,2019,b,10,5,0.00124,2.397890484304241
AGO,Angola,2019,b,15,5,0.00129,2.590557623637144
AGO,Angola,2019,b,20,5,0.00194,2.6411699286120554
AGO,Angola,2019,b,25,5,0.00259,2.6239832915144903
AGO,Angola,2019,b,30,5,0.00361,2.623600117125199
AGO,Angola,2019,b,35,5,0.00486,2.615890808649751
AGO,Angola,2019,b,40,5,0.00661,2.607058977241637
AGO,Angola,2019,b,45,5,0.00868,2.6066708075256235
AGO,Angola,2019,b,50,5,0.01203,2.610643476615457
AGO,Angola,2019,b,55,5,0.01665,2.6136636627252967
AGO,Angola,2019,b,60,5,0.02452,2.6035763027425007
AGO,Angola,2019,b,65,5,0.03498,2.5856150972147103
AGO,Angola,2019,b,70,5,0.05247,2.5529747117520265
AGO,Angola,2019,b,75,5,0.07623,2.5071319150877844
AGO,Angola,2019,b,80,5,0.11637,2.431989373167032
AGO,Angola,2019,b,85,NA,0.19601,4.755627834570938
AGO,Angola,2019,f,0,1,0.04735000000000001,0.2304301415
AGO,Angola,2019,f,1,4,0.00624,1.3276700682539089
AGO,Angola,2019,f,5,5,0.00201,2.1007639517237298
AGO,Angola,2019,f,10,5,0.00103,2.356534980255249
AGO,Angola,2019,f,15,5,0.00102,2.5935044192869015
AGO,Angola,2019,f,20,5,0.00163,2.686679469527972
AGO,Angola,2019,f,25,5,0.00254,2.664360986950452
AGO,Angola,2019,f,30,5,0.00368,2.620097604464113
AGO,Angola,2019,f,35,5,0.00469,2.5896273876726656
AGO,Angola,2019,f,40,5,0.00593,2.58209188669879
AGO,Angola,2019,f,45,5,0.00738,2.5865008534282437
AGO,Angola,2019,f,50,5,0.00967,2.595713621457428
AGO,Angola,2019,f,55,5,0.01287,2.612136241600628
AGO,Angola,2019,f,60,5,0.01884,2.6167261523306498
AGO,Angola,2019,f,65,5,0.02721,2.6160066398420243
AGO,Angola,2019,f,70,5,0.04316,2.5944286110012627
AGO,Angola,2019,f,75,5,0.06592,2.548479016406249
AGO,Angola,2019,f,80,5,0.1053,2.477121641795337
AGO,Angola,2019,f,85,NA,0.18217,4.824240372430199
AGO,Angola,2019,m,0,1,0.05876999999999999,0.2199225417
AGO,Angola,2019,m,1,4,0.0067,1.3716881189596748
AGO,Angola,2019,m,5,5,0.00215,2.161382436255115
AGO,Angola,2019,m,10,5,0.00146,2.4314599535876344
AGO,Angola,2019,m,15,5,0.00157,2.588675707452722
AGO,Angola,2019,m,20,5,0.00227,2.6035423537079185
AGO,Angola,2019,m,25,5,0.00264,2.5876599524987527
AGO,Angola,2019,m,30,5,0.00355,2.627318159359386
AGO,Angola,2019,m,35,5,0.00504,2.640547481752341
AGO,Angola,2019,m,40,5,0.00733,2.629134829283322
AGO,Angola,2019,m,45,5,0.01008,2.6219796930979125
AGO,Angola,2019,m,50,5,0.01456,2.6180640996456295
AGO,Angola,2019,m,55,5,0.02055,2.612872228196231
AGO,Angola,2019,m,60,5,0.03074,2.5918040048974795
AGO,Angola,2019,m,65,5,0.04342,2.5622837673001917
AGO,Angola,2019,m,70,5,0.06399,2.5200157192228345
AGO,Angola,2019,m,75,5,0.09064,2.4670675326433993
AGO,Angola,2019,m,80,5,0.13524,2.381604681254505
AGO,Angola,2019,m,85,NA,0.21924,4.36194911496748
BDI,Burundi,2000,b,0,1,0.10786,0.30644756097560977
BDI,Burundi,2000,b,1,4,0.01766,1.2395121951219512
BDI,Burundi,2000,b,5,5,0.00815,2.182214002467342
BDI,Burundi,2000,b,10,5,0.00448,2.4018032033543295
BDI,Burundi,2000,b,15,5,0.00532,2.630277493372703
BDI,Burundi,2000,b,20,5,0.00883,2.6325629443182983
BDI,Burundi,2000,b,25,5,0.01098,2.5744813148530667
BDI,Burundi,2000,b,30,5,0.01409,2.5739711669028837
BDI,Burundi,2000,b,35,5,0.01803,2.551828776680769
BDI,Burundi,2000,b,40,5,0.02164,2.5271336281144072
BDI,Burundi,2000,b,45,5,0.0255,2.515897862337514
BDI,Burundi,2000,b,50,5,0.03014,2.510836402762888
BDI,Burundi,2000,b,55,5,0.03631,2.5152689411712252
BDI,Burundi,2000,b,60,5,0.04663,2.509631601292378
BDI,Burundi,2000,b,65,5,0.06062,2.4942588739709097
BDI,Burundi,2000,b,70,5,0.08317,2.4566741510236736
BDI,Burundi,2000,b,75,5,0.11311,2.395816350502891
BDI,Burundi,2000,b,80,5,0.15632,2.312266103096993
BDI,Burundi,2000,b,85,NA,0.23418,4.067617530232931
BDI,Burundi,2000,f,0,1,0.0976,0.31411
BDI,Burundi,2000,f,1,4,0.01755,1.253168037804131
BDI,Burundi,2000,f,5,5,0.0081,2.1642506631136813
BDI,Burundi,2000,f,10,5,0.0041,2.3287849614460314
BDI,Burundi,2000,f,15,5,0.00371,2.570204897368124
BDI,Burundi,2000,f,20,5,0.00596,2.7055086253455776
BDI,Burundi,2000,f,25,5,0.01056,2.6657949046060647
BDI,Burundi,2000,f,30,5,0.01468,2.579010427269421
BDI,Burundi,2000,f,35,5,0.01787,2.521280578301234
BDI,Burundi,2000,f,40,5,0.01944,2.507034851045193
BDI,Burundi,2000,f,45,5,0.02245,2.5217446601608815
BDI,Burundi,2000,f,50,5,0.02701,2.518027166566
BDI,Burundi,2000,f,55,5,0.03207,2.516033297462594
BDI,Burundi,2000,f,60,5,0.0402,2.515091081566491
BDI,Burundi,2000,f,65,5,0.05154,2.516028505806577
BDI,Burundi,2000,f,70,5,0.07269,2.4927457246759253
BDI,Burundi,2000,f,75,5,0.10297,2.4312275376220973
BDI,Burundi,2000,f,80,5,0.14632,2.3503979016740204
BDI,Burundi,2000,f,85,NA,0.22572,4.048088051644178
BDI,Burundi,2000,m,0,1,0.11804,0.29915
BDI,Burundi,2000,m,1,4,0.01777,1.24
BDI,Burundi,2000,m,5,5,0.0082,2.198602367488123
BDI,Burundi,2000,m,10,5,0.00486,2.455118254218439
BDI,Burundi,2000,m,15,5,0.00694,2.669638646782933
BDI,Burundi,2000,m,20,5,0.01176,2.5796279607151957
BDI,Burundi,2000,m,25,5,0.01144,2.503830639180139
BDI,Burundi,2000,m,30,5,0.01343,2.568751168360645
BDI,Burundi,2000,m,35,5,0.0182,2.5823383163640177
BDI,Burundi,2000,m,40,5,0.02392,2.544621405835353
BDI,Burundi,2000,m,45,5,0.02864,2.511313249306198
BDI,Burundi,2000,m,50,5,0.03363,2.5069046366372465
BDI,Burundi,2000,m,55,5,0.04144,2.514971323251354
BDI,Burundi,2000,m,60,5,0.05469,2.5016700835965446
BDI,Burundi,2000,m,65,5,0.07218,2.4691565604928027
BDI,Burundi,2000,m,70,5,0.09707,2.4186586943984816
BDI,Burundi,2000,m,75,5,0.12895,2.354445462063244
BDI,Burundi,2000,m,80,5,0.17526,2.261987993548938
BDI,Burundi,2000,m,85,NA,0.25198,3.8331380070779626
BDI,Burundi,2005,b,0,1,0.0825,0.3054935079268293
BDI,Burundi,2005,b,1,4,0.0131,1.2908839355926536
BDI,Burundi,2005,b,5,5,0.00492,2.163560753975628
BDI,Burundi,2005,b,10,5,0.00296,2.472915742848736
BDI,Burundi,2005,b,15,5,0.00445,2.65841793783603
BDI,Burundi,2005,b,20,5,0.00662,2.592442988152051
BDI,Burundi,2005,b,25,5,0.00741,2.5626433033043994
BDI,Burundi,2005,b,30,5,0.00963,2.5903692518225543
BDI,Burundi,2005,b,35,5,0.01259,2.578236642378365
BDI,Burundi,2005,b,40,5,0.0159,2.55490169348421
BDI,Burundi,2005,b,45,5,0.01921,2.538424839420437
BDI,Burundi,2005,b,50,5,0.02317,2.530966374908174
BDI,Burundi,2005,b,55,5,0.0281,2.540373667996101
BDI,Burundi,2005,b,60,5,0.03725,2.5422818976911827
BDI,Burundi,2005,b,65,5,0.04996,2.531117466320205
BDI,Burundi,2005,b,70,5,0.07128,2.496051561610496
BDI,Burundi,2005,b,75,5,0.09999,2.438606120863877
BDI,Burundi,2005,b,80,5,0.14429,2.354189154890588
BDI,Burundi,2005,b,85,NA,0.22001,4.1743722968687065
BDI,Burundi,2005,f,0,1,0.07401,0.31411
BDI,Burundi,2005,f,1,4,0.01302,1.2874029860080525
BDI,Burundi,2005,f,5,5,0.00489,2.146423299019185
BDI,Burundi,2005,f,10,5,0.00272,2.4072893866811533
BDI,Burundi,2005,f,15,5,0.00322,2.5777635641892007
BDI,Burundi,2005,f,20,5,0.00408,2.6323164326249517
BDI,Burundi,2005,f,25,5,0.00633,2.668306311790351
BDI,Burundi,2005,f,30,5,0.00975,2.6281670768130136
BDI,Burundi,2005,f,35,5,0.01291,2.5629894501324197
BDI,Burundi,2005,f,40,5,0.01501,2.524342030773991
BDI,Burundi,2005,f,45,5,0.01686,2.522681294805227
BDI,Burundi,2005,f,50,5,0.01981,2.5319462126403205
BDI,Burundi,2005,f,55,5,0.02396,2.5471709253873835
BDI,Burundi,2005,f,60,5,0.03157,2.552054250375704
BDI,Burundi,2005,f,65,5,0.04218,2.552129090444598
BDI,Burundi,2005,f,70,5,0.06182,2.527796215490867
BDI,Burundi,2005,f,75,5,0.08944,2.4731187560448396
BDI,Burundi,2005,f,80,5,0.1329,2.3782758772977615
BDI,Burundi,2005,f,85,NA,0.2096,4.5740177829134225
BDI,Burundi,2005,m,0,1,0.09087000000000002,0.29915
BDI,Burundi,2005,m,1,4,0.01318,1.2836014365583035
BDI,Burundi,2005,m,5,5,0.00495,2.1792599299849384
BDI,Burundi,2005,m,10,5,0.0032,2.521992428365096
BDI,Burundi,2005,m,15,5,0.00568,2.707724248922233
BDI,Burundi,2005,m,20,5,0.00918,2.565591276827193
BDI,Burundi,2005,m,25,5,0.00853,2.489367623744603
BDI,Burundi,2005,m,30,5,0.0095,2.55544164907929
BDI,Burundi,2005,m,35,5,0.01224,2.594257852200274
BDI,Burundi,2005,m,40,5,0.01688,2.5839335207265135
BDI,Burundi,2005,m,45,5,0.02168,2.5503612658829984
BDI,Burundi,2005,m,50,5,0.0267,2.531013736674516
BDI,Burundi,2005,m,55,5,0.03286,2.5375418966453767
BDI,Burundi,2005,m,60,5,0.04441,2.5335729401980327
BDI,Burundi,2005,m,65,5,0.06019,2.507460251799191
BDI,Burundi,2005,m,70,5,0.08403,2.4598360115718356
BDI,Burundi,2005,m,75,5,0.11501,2.3994398419904504
BDI,Burundi,2005,m,80,5,0.16379,2.3039576705099742
BDI,Burundi,2005,m,85,NA,0.2429,3.8866881555950976
BDI,Burundi,2010,b,0,1,0.06176,0.257320909502439
BDI,Burundi,2010,b,1,4,0.0086,1.3352657423243444
BDI,Burundi,2010,b,5,5,0.00297,2.17284154286775
BDI,Burundi,2010,b,10,5,0.00199,2.4196341729139337
BDI,Burundi,2010,b,15,5,0.00206,2.5457259716672973
BDI,Burundi,2010,b,20,5,0.00253,2.5851823362480406
BDI,Burundi,2010,b,25,5,0.00318,2.614729715990732
BDI,Burundi,2010,b,30,5,0.00453,2.6470580683608604
BDI,Burundi,2010,b,35,5,0.00674,2.6406818561059024
BDI,Burundi,2010,b,40,5,0.00952,2.6106729635526276
BDI,Burundi,2010,b,45,5,0.01261,2.5891872880489997
BDI,Burundi,2010,b,50,5,0.01657,2.5773152730050493
BDI,Burundi,2010,b,55,5,0.02157,2.5802521094596087
BDI,Burundi,2010,b,60,5,0.03022,2.574723941272504
BDI,Burundi,2010,b,65,5,0.04177,2.5621218180678924
BDI,Burundi,2010,b,70,5,0.06183,2.528478385258604
BDI,Burundi,2010,b,75,5,0.08887,2.474664089310305
BDI,Burundi,2010,b,80,5,0.13315,2.3913941489257486
BDI,Burundi,2010,b,85,NA,0.20794,4.316682973395304
BDI,Burundi,2010,f,0,1,0.05498,0.26004133220000003
BDI,Burundi,2010,f,1,4,0.00853,1.3160444628892818
BDI,Burundi,2010,f,5,5,0.00294,2.1465123742175076
BDI,Burundi,2010,f,10,5,0.00175,2.3918132881152925
BDI,Burundi,2010,f,15,5,0.00178,2.548648839225189
BDI,Burundi,2010,f,20,5,0.00225,2.6213778814738795
BDI,Burundi,2010,f,25,5,0.00326,2.6566268274663063
BDI,Burundi,2010,f,30,5,0.00493,2.6573909063837395
BDI,Burundi,2010,f,35,5,0.00729,2.6185987725407776
BDI,Burundi,2010,f,40,5,0.00937,2.574356758318976
BDI,Burundi,2010,f,45,5,0.01144,2.558777435737788
BDI,Burundi,2010,f,50,5,0.01393,2.5630796815304975
BDI,Burundi,2010,f,55,5,0.0178,2.5846731160531555
BDI,Burundi,2010,f,60,5,0.02499,2.5883849169834794
BDI,Burundi,2010,f,65,5,0.03493,2.5853459164853163
BDI,Burundi,2010,f,70,5,0.05338,2.5588392433158127
BDI,Burundi,2010,f,75,5,0.07901,2.5065910632457302
BDI,Burundi,2010,f,80,5,0.12141,2.42820647359086
BDI,Burundi,2010,f,85,NA,0.19626,4.484796778309232
BDI,Burundi,2010,m,0,1,0.06844,0.25144877239999996
BDI,Burundi,2010,m,1,4,0.00868,1.3448397362659996
BDI,Burundi,2010,m,5,5,0.003,2.1947336989499844
BDI,Burundi,2010,m,10,5,0.00222,2.4436122168128125
BDI,Burundi,2010,m,15,5,0.00234,2.5434817127702023
BDI,Burundi,2010,m,20,5,0.0028,2.553431624337819
BDI,Burundi,2010,m,25,5,0.00311,2.573986197120891
BDI,Burundi,2010,m,30,5,0.00412,2.633125419993314
BDI,Burundi,2010,m,35,5,0.00614,2.665598483780813
BDI,Burundi,2010,m,40,5,0.0097,2.6498634197098334
BDI,Burundi,2010,m,45,5,0.01389,2.615253275198601
BDI,Burundi,2010,m,50,5,0.01938,2.5870861965510796
BDI,Burundi,2010,m,55,5,0.02561,2.5777349297597203
BDI,Burundi,2010,m,60,5,0.03636,2.56624195536883
