Country,Year,Sex,ISO3,Age,AgeInt,nMx,nAx,nqx,lx,ndx,nLx,Tx,ex
Algeria,2000,f,DZA,10,5,4.6e-4,2.483602505801308,0.002297340729670487,0.9575739368731238,0.002199873606849543,4.782333927933789,63.682965191519855,66.504488832968
Algeria,2000,f,DZA,15,5,6.5e-4,2.60865988129177,0.003244956134038596,0.9553740632662742,0.003100146926897274,4.769456810611191,58.900631263586064,61.65190528850452
Algeria,2000,f,DZA,20,5,7.8e-4,2.57523073174466,0.003892637776207286,0.9522739163393769,0.003706857420039515,4.752381307742969,54.131174452974875,56.844121763893085
Algeria,2000,f,DZA,25,5,9.4e-4,2.5895170247723227,0.004689374561906815,0.9485670589193373,0.004448186236359103,4.732113017403301,49.3787931452319,52.056196429050665
Algeria,2000,f,DZA,30,5,0.00121,2.6221393279651366,0.006032642811251936,0.9441188726829783,0.005695531930258251,4.707051182031611,44.6466801278286,47.28925712601481
Algeria,2000,f,DZA,35,5,0.00171,2.618126418321608,0.008515317080960967,0.93842334075272,0.00799097230268409,4.673083217943914,39.93962894579699,42.56035331960196
Algeria,2000,f,DZA,40,5,0.00217,2.6118916701850057,0.010794063059565939,0.930432368450036,0.010043145657710978,4.628177722447456,35.26654572785308,37.903395156600126
Algeria,2000,f,DZA,45,5,0.00299,2.6247949649796114,0.014844575855171302,0.9203892227923249,0.013662787634022826,4.56949419198088,30.638368005405624,33.28849061536525
Algeria,2000,f,DZA,50,5,0.00407,2.6437890642797486,0.020156701695282723,0.9067264351583021,0.01827661427271301,4.490568617374203,26.068873813424744,28.7505390850036
Algeria,2000,f,DZA,55,5,0.00621,2.684109516549665,0.030609779942982435,0.8884498208855891,0.027195253507690042,4.379267875634467,21.57830519605054,24.287590237276106
Algeria,2000,f,DZA,60,5,0.01048,2.6661552736925427,0.05114896322493616,0.8612545673778991,0.04405227819412046,4.203461659744319,17.199037320416075,19.9697487501039
Algeria,2000,f,DZA,65,5,0.01531,2.662702220687714,0.07390536816232958,0.8172022891837787,0.06039563604522569,3.944848859910235,12.995575660671754,15.902519893393507
Algeria,2000,f,DZA,70,5,0.02667,2.6708052645171048,0.12555082971596315,0.7568066531385529,0.09501770323610645,3.5627185315375494,9.05072680076152,11.959100469356672
Algeria,2000,f,DZA,75,5,0.04538,2.7680431187420846,0.20603181927274689,0.6617889499024465,0.13634958132300182,3.004618363221723,5.48800826922397,8.292686467540673
Algeria,2000,f,DZA,80,5,0.15201,2.6365878135604643,0.5591636048249837,0.5254393685794447,0.29380657145184563,1.9328108114719136,2.4833899060022473,4.726311073180971
Algeria,2000,f,DZA,85,NA,0.26545,2.376947916520808,1,0.23163279712759913,0.23163279712759913,0.5505790945303337,0.5505790945303337,2.376947916520808
Algeria,2000,m,DZA,0,1,0.04071,0.1610431491,0.03936551289434426,1,0.03936551289434426,0.9669740332680976,70.75521894754755,70.75521894754755
Algeria,2000,m,DZA,1,4,0.00153,1.4223917096493406,0.006095959118016835,0.9606344871056558,0.005855988560753148,3.8274435037602275,69.78824491427946,72.6480735920152
Algeria,2000,m,DZA,5,5,7.4e-4,2.3107279273033337,0.0036926513972351765,0.9547784985449026,0.0035256641567019387,4.764411022570187,65.96080141051922,69.08492546810021
Algeria,2000,m,DZA,10,5,6.5e-4,2.5886736156646513,0.003244914044547164,0.9512528343882007,0.00308673368222157,4.748821049571646,61.196390387949045,64.33241318782252
Algeria,2000,m,DZA,15,5,0.00114,2.7003556681078784,0.005685095983419832,0.9481661007059791,0.0053904152907384055,4.728434465560004,56.4475693383774,59.53341856068051
Algeria,2000,m,DZA,20,5,0.00172,2.6071791063893404,0.008564750468145766,0.9427756854152407,0.008074638493016628,4.69455726338176,51.71913487281739,54.85836734327526
Algeria,2000,m,DZA,25,5,0.00194,2.5155942788012893,0.0096534727029435,0.9347010469222241,0.009023111041876402,4.651088165915671,47.02457760943563,50.309751726798396
Algeria,2000,m,DZA,30,5,0.00189,2.511578352687809,0.009405763594156692,0.9256779358803477,0.008706707829217487,4.606723719162692,42.373489443519965,45.77562865125601
Algeria,2000,m,DZA,35,5,0.00209,2.5714906356742406,0.010397227990028061,0.9169712280511302,0.009533958918343615,4.561702831743356,37.76676572435727,41.186423923708325
Algeria,2000,m,DZA,40,5,0.00272,2.607039195109056,0.013512052034319974,0.9074372691327866,0.01226133959840343,4.507845440589496,33.20506289261392,36.59213041177723
Algeria,2000,m,DZA,45,5,0.00359,2.640344986505487,0.01779921993339784,0.8951759295343832,0.015933433248866334,4.438282242024049,28.697217452024418,32.05762856799667
Algeria,2000,m,DZA,50,5,0.00553,2.655414445662427,0.027296090946507444,0.8792424962855169,0.023999883142643702,4.339942702105552,24.25893521000037,27.590721914017625
Algeria,2000,m,DZA,55,5,0.008,2.6663182951818287,0.039266908276404645,0.8552426131428732,0.033582733244353825,4.197841655544228,19.918992507894817,23.29045840535922
Algeria,2000,m,DZA,60,5,0.01331,2.6474850515361683,0.06452945537343252,0.8216598798985194,0.05302126455205143,3.9835660820474406,15.721150852350588,19.13340451074751
Algeria,2000,m,DZA,65,5,0.01855,2.6501400192380156,0.08887590783035462,0.7686386153464679,0.06831345473238408,3.6826660233091153,11.737584770303148,15.270615521980208
Algeria,2000,m,DZA,70,5,0.03294,2.6553280884403696,0.15289164429615285,0.7003251606140838,0.10707386534825461,3.2505727185262483,8.054918746994034,11.50168407476755
Algeria,2000,m,DZA,75,5,0.05435,2.704611216445038,0.24160830554550758,0.5932512952658292,0.1433344402118546,2.6372482099697256,4.804346028467784,8.098332134808086
Algeria,2000,m,DZA,80,5,0.15146,2.5765705930093725,0.5539655094750187,0.4499168550539746,0.24923841983137315,1.6455725592986474,2.1670978184980587,4.816662888164261
Algeria,2000,m,DZA,85,NA,0.25995,2.598810672511535,1,0.20067843522260143,0.20067843522260143,0.5215252591994114,0.5215252591994114,2.598810672511535
Algeria,2005,b,DZA,0,1,0.03020999999999999,0.14490886741707318,0.029449257844830806,1,0.029449257844830806,0.974818200755737,74.00605331415119,74.00605331415119
Algeria,2005,b,DZA,1,4,0.00127,1.4043862015722703,0.005063309158201748,0.9705507421551692,0.004914198461253772,3.869447607286434,73.03123511339544,75.24720959073707
Algeria,2005,b,DZA,5,5,5.6e-4,2.276125945182128,0.0027957354704652043,0.9656365436939155,0.0026996643367825026,4.820829172825898,69.16178750610901,71.62300138470287
Algeria,2005,b,DZA,10,5,4.6e-4,2.5455299065237935,0.00229740609930088,0.962936879357133,0.002212257059876833,4.809254477993116,64.34095833328311,66.81742044840762
Algeria,2005,b,DZA,15,5,7e-4,2.642947329283322,0.003494234733282863,0.9607246222972562,0.0033569973443511323,4.795710491930189,59.53170385529,61.96541909474492
Algeria,2005,b,DZA,20,5,9.2e-4,2.584529969179731,0.004589800396718736,0.9573676249529051,0.004394126304814517,4.776224244363607,54.73599336335981,57.173432584011174
Algeria,2005,b,DZA,25,5,0.00106,2.5565900974342117,0.005286308384649626,0.9529734986480906,0.00503771179625229,4.752558298351217,49.9597691189962,52.4251400378607
Algeria,2005,b,DZA,30,5,0.00122,2.5792930648408836,0.006082038145060467,0.9479357868518383,0.0057653816147007885,4.725722635000646,45.20721082064499,47.69016155701994
Algeria,2005,b,DZA,35,5,0.00157,2.6098721845800443,0.00782065299439705,0.9421704052371375,0.007368387800950101,4.693240637547835,40.48148818564434,42.96620649579355
Algeria,2005,b,DZA,40,5,0.0021,2.629832868342162,0.010447996653653662,0.9348020174361874,0.009766808350001977,4.650861119048561,35.78824754809651,38.284307137301965
Algeria,2005,b,DZA,45,5,0.00299,2.650222239885161,0.014845696577919896,0.9250352090861854,0.013732792037986198,4.592907036115785,31.137386429047943,33.66075812379902
Algeria,2005,b,DZA,50,5,0.00445,2.657572103572855,0.02202046300656723,0.9113024170481991,0.020067301162405172,4.509505879192173,26.544479392932157,29.128068680990022
Algeria,2005,b,DZA,55,5,0.00666,2.6754210301397503,0.03279231928370623,0.891235115885794,0.02922566647697788,4.388238209756437,22.034973513739985,24.724085845562243
Algeria,2005,b,DZA,60,5,0.01104,2.6615417843992435,0.05381078951749982,0.8620094494088162,0.046385409044233716,4.201576906180591,17.646735303983547,20.471626286795395
Algeria,2005,b,DZA,65,5,0.01615,2.655580787294032,0.07780415044608481,0.8156240403645825,0.06345893554396953,3.9293458541157604,13.445158397802956,16.484504787025397
Algeria,2005,b,DZA,70,5,0.02738,2.6709309380729715,0.12869324333696688,0.7521651048206129,0.09679856686425434,3.535374976780655,9.515812543687195,12.65122841075785
Algeria,2005,b,DZA,75,5,0.04824,2.6923988243109234,0.217039454285754,0.6553665379563586,0.14224039575519196,2.948598585306632,5.98043756690654,9.125332497987229
Algeria,2005,b,DZA,80,5,0.11169,2.6024689921161492,0.4404943247591665,0.5131261422011666,0.22602915352517894,2.023718806743477,3.0318389815999076,5.908564643762199
Algeria,2005,b,DZA,85,NA,0.23529,3.5114271992388475,1,0.2870969886759877,0.2870969886759877,1.0081201748564306,1.0081201748564306,3.5114271992388475
Algeria,2005,f,DZA,0,1,0.02810999999999999,0.1557618179,0.02745837070633423,1,0.02745837070633423,0.9768185950314565,74.8984529870485,74.8984529870485
Algeria,2005,f,DZA,1,4,0.00124,1.3573252308607942,0.004943799580525233,0.9725416292936657,0.004808050898945352,3.877460402375283,73.92163439201704,76.00870972043079
Algeria,2005,f,DZA,5,5,5.5e-4,2.2451875176589056,0.002745839649662232,0.9677335783947203,0.002657241229865737,4.831347690664976,70.04417398964176,72.37960483486712
Algeria,2005,f,DZA,10,5,3.9e-4,2.4875021944476994,0.001948091115885066,0.9650763371648546,0.0018800566385817538,4.820658047645522,65.21282629897678,67.57271294264166
Algeria,2005,f,DZA,15,5,5.2e-4,2.5988277250545595,0.002596757663496703,0.9631962805262728,0.0025011873229081193,4.809975620977152,60.392168251331256,62.69975234781231
Algeria,2005,f,DZA,20,5,6.3e-4,2.58047118818172,0.00314520575295882,0.9606950932033648,0.0030215837339825327,4.796164657115132,55.58219263035411,57.85622620910815
Algeria,2005,f,DZA,25,5,7.7e-4,2.5987787681026537,0.003842894716902647,0.9576735094693821,0.0036802384700575057,4.779530480594164,50.78602797323897,53.03062836245515
Algeria,2005,f,DZA,30,5,0.00102,2.629735066784769,0.005087699620079789,0.9539932709993246,0.004853631202421939,4.758461963158763,46.00649749264481,48.225180293412556
Algeria,2005,f,DZA,35,5,0.00145,2.6330503845721345,0.0072252025489278685,0.9491396397969026,0.00685772614474906,4.72946630672349,41.248035529486046,43.45834248194746
Algeria,2005,f,DZA,40,5,0.00196,2.633011637655974,0.009754744839674237,0.9422819136521535,0.00919171963471671,4.689652874855464,36.51856922276256,38.755460222325254
Algeria,2005,f,DZA,45,5,0.0028,2.6396325520973782,0.013908081090765587,0.9330901940174369,0.012977494083392707,4.634819315497396,31.828916347907093,34.111296584167405
Algeria,2005,f,DZA,50,5,0.00394,2.644939870762287,0.01951888549297287,0.9201126999340442,0.017959574430642715,4.558267621990537,27.194097032409697,29.555180614677997
Algeria,2005,f,DZA,55,5,0.00584,2.6757449081236233,0.028808957304276298,0.9021531255034014,0.025990090874546908,4.450358026463512,22.635829410419163,25.090895071486198
Algeria,2005,f,DZA,60,5,0.00971,2.6695200442826073,0.047475674835605323,0.8761630346288545,0.041596431335016705,4.283875523688641,18.18547138395565,20.75580761251709
Algeria,2005,f,DZA,65,5,0.01452,2.666858221372145,0.07022110429757464,0.8345666032938378,0.05860418849316918,4.036101135893195,13.901595860267008,16.65726354900937
Algeria,2005,f,DZA,70,5,0.02501,2.6879014248760513,0.1182141949771311,0.7759624148006686,0.09172977219817173,3.667723798407506,9.865494724373814,12.713882188363582
Algeria,2005,f,DZA,75,5,0.04595,2.7224055668446767,0.20798340065756288,0.6842326426024968,0.14230903184937813,3.097040954284617,6.197770925966307,9.057987795485644
Algeria,2005,f,DZA,80,5,0.11516,2.623732705865724,0.4520861887638157,0.5419236107531187,0.24499617978650298,2.1274416445510855,3.100729971681691,5.721710422198737
Algeria,2005,f,DZA,85,NA,0.2187,3.277865988878725,1,0.2969274309666157,0.2969274309666157,0.9732883271306052,0.9732883271306052,3.277865988878725
Algeria,2005,m,DZA,0,1,0.03222,0.1333639662,0.03134475986259174,1,0.03134475986259174,0.9728355016322701,73.14767201884888,73.14767201884888
Algeria,2005,m,DZA,1,4,0.0013,1.446558238534011,0.005182795842451152,0.9686552401374082,0.005020342351352681,3.8618018087328325,72.1748365172166,74.51034540109262
Algeria,2005,m,DZA,5,5,5.8e-4,2.2978507166942643,0.002895462096918584,0.9636348977860555,0.0027901683218075376,4.810635037599203,68.31303470848377,70.89099291176824
Algeria,2005,m,DZA,10,5,5.2e-4,2.58098005952231,0.002596733593821348,0.9608447294642479,0.0024950577874459975,4.798188052780763,63.50239967088457,66.0901784893929
Algeria,2005,m,DZA,15,5,8.6e-4,2.674155588961524,0.004291416196915749,0.958349671676802,0.004112677303342718,4.782182910863625,58.704211618103805,61.25552431753894
Algeria,2005,m,DZA,20,5,0.00121,2.5898734382702924,0.006032407971313747,0.9542369943734592,0.0057563468513809266,4.7573114474222535,53.92202870724018,56.508004851189774
Algeria,2005,m,DZA,25,5,0.00134,2.532011267638159,0.006677915433140162,0.9484806475220783,0.006333873554122461,4.726771309046613,49.16471725981793,51.83523500269782
Algeria,2005,m,DZA,30,5,0.00143,2.5465955493956978,0.007125002865351198,0.9421467739679559,0.006712798464103073,4.694264660211939,44.437945950771315,47.16669119782257
Algeria,2005,m,DZA,35,5,0.0017,2.590886619155107,0.008465330301146998,0.9354339755038528,0.007918757577555164,4.658092692679508,39.74368129055938,42.486890931187574
Algeria,2005,m,DZA,40,5,0.00225,2.625125695172295,0.011190205504085862,0.9275152179262975,0.010379085896762253,4.612927065227667,35.08558859787987,37.82750721473106
Algeria,2005,m,DZA,45,5,0.00317,2.6572364822882295,0.015733156761794487,0.9171361320295353,0.014429446537126524,4.551875879219724,30.472661532652204,33.22588705039795
Algeria,2005,m,DZA,50,5,0.00494,2.6685627508535825,0.02441876179452065,0.9027066854924087,0.0220429795233604,4.462141603919109,25.92078565343248,28.714516099205802
Algeria,2005,m,DZA,55,5,0.00748,2.6763202641701427,0.03676105158838492,0.8806637059690484,0.03237412392714644,4.328091434110488,21.45864404951337,24.366445334432292
Algeria,2005,m,DZA,60,5,0.01241,2.656163461575083,0.06029616476556415,0.848289582041902,0.05114860840771007,4.121563932933931,17.13055261540288,20.19422727574733
Algeria,2005,m,DZA,65,5,0.01792,2.6460051153937,0.08597333617908055,0.7971409736341918,0.06853286890837196,3.824378845333257,13.008988682468951,16.319558412811908
Algeria,2005,m,DZA,70,5,0.02992,2.6548276188219235,0.13979119338024926,0.7286081047258198,0.10185299646614399,3.4041776893764704,9.184609837135694,12.605692659144829
Algeria,2005,m,DZA,75,5,0.05082,2.660904966816948,0.22710356156919972,0.6267551082596758,0.14233831731746174,2.8008326902294716,5.780432147759223,9.222792238279272
Algeria,2005,m,DZA,80,5,0.10767,2.578499441847779,0.4270168902324229,0.4844167909422141,0.206854151644514,1.9211865110477762,2.9795994575297517,6.1509004502801945
Algeria,2005,m,DZA,85,NA,0.25672,3.8132399560690646,1,0.2775626392977001,0.2775626392977001,1.0584129464819756,1.0584129464819756,3.813239956069065
Algeria,2010,b,DZA,0,1,0.02234999999999999,0.1186995944512195,0.021918274346033505,1,0.021918274346033505,0.9806834159299113,76.00160806354917,76.00160806354917
Algeria,2010,b,DZA,1,4,0.00101,1.4219790254982585,0.004029507962395582,0.9780817256539664,0.003941188101396269,3.9021664370260094,75.02092464761927,76.70210237028881
Algeria,2010,b,DZA,5,5,4.6e-4,2.295918626594885,0.002297142636117385,0.9741405375525702,0.0022377397623823177,4.864651657352865,71.11875821059326,73.00667149041139
Algeria,2010,b,DZA,10,5,4e-4,2.547458669595276,0.001998039889836152,0.971902797790188,0.001941900559028155,4.854751397570387,66.25410655324039,68.1694781658023
Algeria,2010,b,DZA,15,5,5.8e-4,2.6431973292833217,0.0028960412692771954,0.9699608972311597,0.002809046787966575,4.8431841171837515,61.39935515567,63.30085607671398
Algeria,2010,b,DZA,20,5,8e-4,2.5851862091524556,0.003992287495279497,0.9671518504431932,0.003861148238560786,4.826435298200982,56.55617103848625,58.477033376475084
Algeria,2010,b,DZA,25,5,8.8e-4,2.552825888430727,0.004390544903515263,0.9632907022046324,0.004229371083168188,4.806103503600213,51.72973574028527,53.70106409404156
Algeria,2010,b,DZA,30,5,0.00104,2.5945636683606454,0.0051870238621229275,0.9590613311214642,0.004974674009766413,4.783340394006167,46.92363223668505,48.9266230573759
Algeria,2010,b,DZA,35,5,0.0014,2.621532524149639,0.006976768376661397,0.9540866571116978,0.0066564416179314785,4.754601155665343,42.140291842678884,44.168201628822686
Algeria,2010,b,DZA,40,5,0.00189,2.6328915700810565,0.009407910561089522,0.9474302154937664,0.008913338730239126,4.71605223822176,37.38569068701354,39.46009962066649
Algeria,2010,b,DZA,45,5,0.0027,2.655201696038158,0.013415069791186462,0.9385168767635272,0.012590269401989061,4.66306274147743,32.66963844879179,34.80985718813384
Algeria,2010,b,DZA,50,5,0.00409,2.6585282263146763,0.020256015842588182,0.9259266073615382,0.018755584027789245,4.585717366207639,28.006575707314354,30.24707950354739
Algeria,2010,b,DZA,55,5,0.00602,2.6747557634271613,0.029684477564556586,0.907171023333749,0.02692889788936651,4.473238852054236,23.420858341106715,25.817467422005787
Algeria,2010,b,DZA,60,5,0.01005,2.668428108413321,0.04909948623102458,0.8802421254443824,0.043219436118224264,4.300441404798435,18.947619489052478,21.5254632121667
Algeria,2010,b,DZA,65,5,0.01494,2.6612149502559146,0.07217799625083408,0.8370226893261582,0.060414620532046506,4.043816635344479,14.647178084254044,17.499141028119197
Algeria,2010,b,DZA,70,5,0.0253,2.6774666805841587,0.11947938049289861,0.7766080687941117,0.09278865094530685,3.6675356104864374,10.603361448909565,13.653426837779413
Algeria,2010,b,DZA,75,5,0.0451,2.6637138283817823,0.20400473391098226,0.6838194178488048,0.1395023983814082,3.093179564997965,6.935825838423128,10.14277403856447
Algeria,2010,b,DZA,80,5,0.08715,2.596108178395309,0.36027308657711543,0.5443170194673965,0.19610277267997478,2.250175245897587,3.8426462734251627,7.059573990879646
Algeria,2010,b,DZA,85,NA,0.22368,4.573250641579146,1,0.3482142467874218,0.3482142467874218,1.5924710275275757,1.5924710275275757,4.573250641579146
Algeria,2010,f,DZA,0,1,0.02089,0.1277417921,0.020516165229450326,1,0.020516165229450326,0.9821046064839793,76.6188614189832,76.6188614189832
Algeria,2010,f,DZA,1,4,9.9e-4,1.3686201991716842,0.003949710742822899,0.9794838347705497,0.0038686778246146093,3.9077553783985954,75.63675681249923,77.22103635351738
Algeria,2010,f,DZA,5,5,4.5e-4,2.271042370911146,0.002247240319373722,0.975615156945935,0.002192441716881027,4.8720927041800595,71.72900143410062,73.52181946274906
Algeria,2010,f,DZA,10,5,3.5e-4,2.503849772233078,0.0017484724425400084,0.973422715229054,0.0017020027925204711,4.86286512148706,66.85690872992058,68.68229771501544
Algeria,2010,f,DZA,15,5,4.6e-4,2.589382496890596,0.002297452391683941,0.9717207124365335,0.002232482074836137,4.853221901817689,61.99404360843351,63.79821157973162
Algeria,2010,f,DZA,20,5,5.4e-4,2.5740861136536104,0.002696467644915902,0.9694882303616973,0.0026141936452970913,4.841099343142762,57.140821706615824,58.93915977226221
Algeria,2010,f,DZA,25,5,6.6e-4,2.597984181685481,0.003294776690219703,0.9668740367164002,0.0031856340385518246,4.826718240230038,52.29972236347306,54.09155730470133
Algeria,2010,f,DZA,30,5,8.7e-4,2.6345484050900345,0.004341066333414672,0.9636884026778484,0.004183435280766969,4.808546299732149,47.47300412324302,49.26177796819745
Algeria,2010,f,DZA,35,5,0.00127,2.6499768567940087,0.006331104632142357,0.9595049673970814,0.006074726343651264,4.783249089489183,42.66445782351087,44.465072379197615
Algeria,2010,f,DZA,40,5,0.00181,2.6454988634493617,0.009011595759451449,0.9534302410534301,0.008591927917209863,4.746921501220919,37.88120873402169,39.73149487283657
Algeria,2010,f,DZA,45,5,0.0026,2.644666004793192,0.012920874266539786,0.9448383131362202,0.012208137046242648,4.6954373254779425,33.13428723280077,35.068737975725696
Algeria,2010,f,DZA,50,5,0.0037200000000000002,2.6429692770948487,0.018438329878787497,0.9326301760899777,0.01719614284165868,4.622619043456633,28.438849907322826,30.493169357388584
Algeria,2010,f,DZA,55,5,0.00536,2.672664412541349,0.02646980195918371,0.915434033248319,0.0242313575667798,4.520775665443993,23.816230863866195,26.016326680969975
Algeria,2010,f,DZA,60,5,0.00899,2.6744838692172914,0.04402950205778135,0.8912026756815392,0.03923921004282057,4.3647619624939455,19.2954551984222,21.651029249509573
Algeria,2010,f,DZA,65,5,0.01355,2.672221532136613,0.06567841108037316,0.8519634656387186,0.05595560672167913,4.129565071710637,14.930693235928256,17.525039321650592
Algeria,2010,f,DZA,70,5,0.02353,2.6976763667739014,0.11160400110539359,0.7960078589170395,0.08883766196647927,3.775506245919221,10.80112816421762,13.569122519609847
Algeria,2010,f,DZA,75,5,0.04428,2.68827521022959,0.20084125203374506,0.7071701969505602,0.14202894775650057,3.2075191453590923,7.025621918298397,9.934838810507133
Algeria,2010,f,DZA,80,5,0.09045,2.6134631006494993,0.37195825047888265,0.5651412491940596,0.21020895032367265,2.324034829449117,3.818102772939305,6.7560150287813014
Algeria,2010,f,DZA,85,NA,0.19412,4.209444866655506,1,0.35493229887038696,0.35493229887038696,1.4940679434901882,1.4940679434901882,4.209444866655506
Algeria,2010,m,DZA,0,1,0.02375,0.1057499875,0.02325607724992808,1,0.02325607724992808,0.9792032526285508,75.42771375381409,75.42771375381409
Algeria,2010,m,DZA,1,4,0.00103,1.4709294392459666,0.004109295520723293,0.9767439227500719,0.004013729426650569,3.8968246860685136,74.44851050118554,76.22111463112255
Algeria,2010,m,DZA,5,5,4.7e-4,2.317427302969448,0.002347040829405544,0.9727301933234214,0.002283037479725618,4.857526552607697,70.55168581511703,72.52955269546096
Algeria,2010,m,DZA,10,5,4.5e-4,2.585006724027345,0.0022475574737161256,0.9704471558436958,0.0021811357579630563,4.846968351029014,65.69415926250932,67.69473110093827
Algeria,2010,m,DZA,15,5,7.1e-4,2.6750412209140007,0.0035441495987759116,0.9682660200857328,0.003431679626595199,4.833351586753801,60.84719091148031,62.84139859218931
Algeria,2010,m,DZA,20,5,0.00105,2.587118334414131,0.005236732603110098,0.9648343404591376,0.005052579447282594,4.811980425983424,56.013839324726504,58.055395600939214
Algeria,2010,m,DZA,25,5,0.00109,2.527277124049837,0.005435350274690299,0.959781761011855,0.0052167500583585255,4.786009227851857,51.20185889874308,53.34739727160814
Algeria,2010,m,DZA,30,5,0.00121,2.5667567997119027,0.006032239733360415,0.9545650109534964,0.005758164987149301,4.7588140389663645,46.41584967089123,48.62513201120512
Algeria,2010,m,DZA,35,5,0.00152,2.59837774648776,0.007572357368210099,0.9488068459663471,0.007184704511061453,4.726779283593061,41.65703563192486,43.90465331170511
Algeria,2010,m,DZA,40,5,0.00197,2.62242317936981,0.009804079394724463,0.9416221414552858,0.009231738234658091,4.68616154043558,36.9302563483318,39.21982579047658
Algeria,2010,m,DZA,45,5,0.00279,2.6644198381837656,0.013859686558956709,0.9323904032206276,0.012922638739217158,4.631770157425504,32.24409480789622,34.58218220234774
Algeria,2010,m,DZA,50,5,0.00446,2.6719745601497964,0.022070838626842556,0.9194677644814104,0.020293424652452888,4.550095213554458,27.61232465047072,30.030769666019083
Algeria,2010,m,DZA,55,5,0.00666,2.676082571309649,0.03279246156015761,0.8991743398289576,0.029486139974721187,4.42734834455273,23.062229436916258,25.648229064569605
Algeria,2010,m,DZA,60,5,0.0111,2.6648709623899967,0.05409778897133809,0.8696881998542364,0.04704820870657738,4.238577360952918,18.63488109236353,21.42708282748555
Algeria,2010,m,DZA,65,5,0.01642,2.653050435112335,0.07905352141342739,0.822639991147659,0.06503258815573318,3.9605717512626777,14.396303731410612,17.50012628407043
